Start date;End date;Total (grid load) [MWh] Original resolutions;Residual load [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions
Nov 18, 2023 12:30 PM;Nov 18, 2023 12:45 PM;13,999.00;8,675.50;319.00
Nov 18, 2023 12:45 PM;Nov 18, 2023 1:00 PM;13,960.00;8,689.75;297.25
Nov 18, 2023 1:00 PM;Nov 18, 2023 1:15 PM;13,750.50;8,601.00;34.25
Nov 18, 2023 1:15 PM;Nov 18, 2023 1:30 PM;13,669.75;8,577.75;32.25
Nov 18, 2023 1:30 PM;Nov 18, 2023 1:45 PM;13,544.25;8,503.25;26.00
Nov 18, 2023 1:45 PM;Nov 18, 2023 2:00 PM;13,473.00;8,468.50;53.25
Nov 18, 2023 2:00 PM;Nov 18, 2023 2:15 PM;13,404.00;8,375.75;60.75
Nov 18, 2023 2:15 PM;Nov 18, 2023 2:30 PM;13,334.50;8,317.00;93.50
Nov 18, 2023 2:30 PM;Nov 18, 2023 2:45 PM;13,327.50;8,323.00;57.50
Nov 18, 2023 2:45 PM;Nov 18, 2023 3:00 PM;13,353.75;8,393.50;50.50
Nov 18, 2023 3:00 PM;Nov 18, 2023 3:15 PM;13,454.00;8,495.00;68.75
Nov 18, 2023 3:15 PM;Nov 18, 2023 3:30 PM;13,460.75;8,461.00;42.50
Nov 18, 2023 3:30 PM;Nov 18, 2023 3:45 PM;13,491.25;8,481.75;32.50
Nov 18, 2023 3:45 PM;Nov 18, 2023 4:00 PM;13,536.00;8,389.50;56.50
Nov 18, 2023 4:00 PM;Nov 18, 2023 4:15 PM;13,760.25;8,342.00;84.50
Nov 18, 2023 4:15 PM;Nov 18, 2023 4:30 PM;13,893.25;8,197.75;126.75
Nov 18, 2023 4:30 PM;Nov 18, 2023 4:45 PM;14,053.75;8,043.00;166.00
Nov 18, 2023 4:45 PM;Nov 18, 2023 5:00 PM;14,276.00;8,036.25;226.00
Nov 18, 2023 5:00 PM;Nov 18, 2023 5:15 PM;14,535.00;8,083.25;232.50
Nov 18, 2023 5:15 PM;Nov 18, 2023 5:30 PM;14,663.75;7,930.25;298.00
Nov 18, 2023 5:30 PM;Nov 18, 2023 5:45 PM;14,746.00;7,778.00;190.00
Nov 18, 2023 5:45 PM;Nov 18, 2023 6:00 PM;14,726.00;7,580.50;246.25
Nov 18, 2023 6:00 PM;Nov 18, 2023 6:15 PM;14,710.00;7,438.25;113.75
Nov 18, 2023 6:15 PM;Nov 18, 2023 6:30 PM;14,695.50;7,254.50;84.50
Nov 18, 2023 6:30 PM;Nov 18, 2023 6:45 PM;14,523.25;6,966.25;122.75
Nov 18, 2023 6:45 PM;Nov 18, 2023 7:00 PM;14,419.75;6,736.50;177.50
Nov 18, 2023 7:00 PM;Nov 18, 2023 7:15 PM;14,302.25;6,504.00;53.50
Nov 18, 2023 7:15 PM;Nov 18, 2023 7:30 PM;14,156.25;6,254.50;120.00
Nov 18, 2023 7:30 PM;Nov 18, 2023 7:45 PM;14,036.50;6,081.50;73.00
Nov 18, 2023 7:45 PM;Nov 18, 2023 8:00 PM;13,861.50;5,906.00;110.75
Nov 18, 2023 8:00 PM;Nov 18, 2023 8:15 PM;13,670.75;5,692.50;62.00
Nov 18, 2023 8:15 PM;Nov 18, 2023 8:30 PM;13,441.75;5,349.50;144.25
Nov 18, 2023 8:30 PM;Nov 18, 2023 8:45 PM;13,255.25;5,136.00;222.75
Nov 18, 2023 8:45 PM;Nov 18, 2023 9:00 PM;13,109.25;5,018.00;448.25
Nov 18, 2023 9:00 PM;Nov 18, 2023 9:15 PM;13,017.25;4,918.00;79.00
Nov 18, 2023 9:15 PM;Nov 18, 2023 9:30 PM;12,862.25;4,719.50;104.50
Nov 18, 2023 9:30 PM;Nov 18, 2023 9:45 PM;12,786.00;4,630.50;147.25
Nov 18, 2023 9:45 PM;Nov 18, 2023 10:00 PM;12,628.25;4,487.00;217.25
Nov 18, 2023 10:00 PM;Nov 18, 2023 10:15 PM;12,519.50;4,491.25;109.00
Nov 18, 2023 10:15 PM;Nov 18, 2023 10:30 PM;12,406.00;4,358.50;171.50
Nov 18, 2023 10:30 PM;Nov 18, 2023 10:45 PM;12,364.00;4,282.75;150.00
Nov 18, 2023 10:45 PM;Nov 18, 2023 11:00 PM;12,149.75;4,030.25;146.75
Nov 18, 2023 11:00 PM;Nov 18, 2023 11:15 PM;11,908.75;3,830.00;139.25
Nov 18, 2023 11:15 PM;Nov 18, 2023 11:30 PM;11,661.25;3,561.00;211.75
Nov 18, 2023 11:30 PM;Nov 18, 2023 11:45 PM;11,545.00;3,468.75;172.25
Nov 18, 2023 11:45 PM;Nov 19, 2023 12:00 AM;11,358.00;3,274.25;247.75
Nov 19, 2023 12:00 AM;Nov 19, 2023 12:15 AM;11,227.50;3,145.50;172.75
Nov 19, 2023 12:15 AM;Nov 19, 2023 12:30 AM;11,065.25;2,912.75;295.50
Nov 19, 2023 12:30 AM;Nov 19, 2023 12:45 AM;11,027.50;2,789.00;475.00
Nov 19, 2023 12:45 AM;Nov 19, 2023 1:00 AM;10,831.25;2,524.00;640.50
Nov 19, 2023 1:00 AM;Nov 19, 2023 1:15 AM;10,799.75;2,411.25;470.50
Nov 19, 2023 1:15 AM;Nov 19, 2023 1:30 AM;10,681.25;2,292.75;542.50
Nov 19, 2023 1:30 AM;Nov 19, 2023 1:45 AM;10,582.50;2,304.75;612.00
Nov 19, 2023 1:45 AM;Nov 19, 2023 2:00 AM;10,525.75;2,323.75;865.75
Nov 19, 2023 2:00 AM;Nov 19, 2023 2:15 AM;10,514.75;2,212.50;1,049.25
Nov 19, 2023 2:15 AM;Nov 19, 2023 2:30 AM;10,474.25;2,189.00;1,089.00
Nov 19, 2023 2:30 AM;Nov 19, 2023 2:45 AM;10,411.50;2,180.75;1,106.50
Nov 19, 2023 2:45 AM;Nov 19, 2023 3:00 AM;10,369.50;2,114.00;1,161.50
Nov 19, 2023 3:00 AM;Nov 19, 2023 3:15 AM;10,494.00;2,328.75;1,198.25
Nov 19, 2023 3:15 AM;Nov 19, 2023 3:30 AM;10,477.50;2,335.00;1,234.50
Nov 19, 2023 3:30 AM;Nov 19, 2023 3:45 AM;10,469.25;2,247.50;1,248.75
Nov 19, 2023 3:45 AM;Nov 19, 2023 4:00 AM;10,439.50;2,122.50;1,388.75
Nov 19, 2023 4:00 AM;Nov 19, 2023 4:15 AM;10,500.75;2,246.75;1,592.50
Nov 19, 2023 4:15 AM;Nov 19, 2023 4:30 AM;10,500.00;2,222.50;1,641.00
Nov 19, 2023 4:30 AM;Nov 19, 2023 4:45 AM;10,521.50;2,240.75;1,633.50
Nov 19, 2023 4:45 AM;Nov 19, 2023 5:00 AM;10,557.50;2,409.00;1,573.00
Nov 19, 2023 5:00 AM;Nov 19, 2023 5:15 AM;10,586.50;2,387.25;1,510.25
Nov 19, 2023 5:15 AM;Nov 19, 2023 5:30 AM;10,561.50;2,258.25;1,519.75
Nov 19, 2023 5:30 AM;Nov 19, 2023 5:45 AM;10,536.50;2,206.00;1,519.00
Nov 19, 2023 5:45 AM;Nov 19, 2023 6:00 AM;10,516.00;2,065.50;1,539.75
Nov 19, 2023 6:00 AM;Nov 19, 2023 6:15 AM;10,560.75;1,808.25;1,502.50
Nov 19, 2023 6:15 AM;Nov 19, 2023 6:30 AM;10,546.50;1,759.75;1,513.25
Nov 19, 2023 6:30 AM;Nov 19, 2023 6:45 AM;10,638.75;1,801.25;1,469.75
Nov 19, 2023 6:45 AM;Nov 19, 2023 7:00 AM;10,751.00;1,801.25;1,447.00
Nov 19, 2023 7:00 AM;Nov 19, 2023 7:15 AM;10,898.50;1,806.50;1,242.25
Nov 19, 2023 7:15 AM;Nov 19, 2023 7:30 AM;10,976.00;1,790.00;1,067.00
Nov 19, 2023 7:30 AM;Nov 19, 2023 7:45 AM;11,010.75;1,804.75;894.50
Nov 19, 2023 7:45 AM;Nov 19, 2023 8:00 AM;11,105.25;1,827.25;842.75
Nov 19, 2023 8:00 AM;Nov 19, 2023 8:15 AM;11,413.50;1,744.25;564.25
Nov 19, 2023 8:15 AM;Nov 19, 2023 8:30 AM;11,631.75;1,735.75;504.75
Nov 19, 2023 8:30 AM;Nov 19, 2023 8:45 AM;11,810.25;1,725.00;459.00
Nov 19, 2023 8:45 AM;Nov 19, 2023 9:00 AM;12,025.75;1,824.25;420.75
Nov 19, 2023 9:00 AM;Nov 19, 2023 9:15 AM;12,217.50;1,782.00;379.50
Nov 19, 2023 9:15 AM;Nov 19, 2023 9:30 AM;12,449.50;1,810.75;404.25
Nov 19, 2023 9:30 AM;Nov 19, 2023 9:45 AM;12,595.00;1,809.50;420.50
Nov 19, 2023 9:45 AM;Nov 19, 2023 10:00 AM;12,662.00;1,743.75;467.75
Nov 19, 2023 10:00 AM;Nov 19, 2023 10:15 AM;12,834.50;1,744.75;719.50
Nov 19, 2023 10:15 AM;Nov 19, 2023 10:30 AM;13,022.00;1,742.25;722.00
Nov 19, 2023 10:30 AM;Nov 19, 2023 10:45 AM;13,120.00;1,812.75;710.00
Nov 19, 2023 10:45 AM;Nov 19, 2023 11:00 AM;13,390.25;2,028.75;785.25
Nov 19, 2023 11:00 AM;Nov 19, 2023 11:15 AM;13,399.50;1,870.00;782.25
Nov 19, 2023 11:15 AM;Nov 19, 2023 11:30 AM;13,610.25;1,917.25;804.00
Nov 19, 2023 11:30 AM;Nov 19, 2023 11:45 AM;13,709.50;1,912.75;844.50
Nov 19, 2023 11:45 AM;Nov 19, 2023 12:00 PM;13,710.75;1,883.50;793.00
Nov 19, 2023 12:00 PM;Nov 19, 2023 12:15 PM;13,699.50;1,782.75;997.25
Nov 19, 2023 12:15 PM;Nov 19, 2023 12:30 PM;13,752.75;1,862.50;1,043.75
Nov 19, 2023 12:30 PM;Nov 19, 2023 12:45 PM;13,559.75;1,719.25;1,141.00
Nov 19, 2023 12:45 PM;Nov 19, 2023 1:00 PM;13,439.50;1,686.75;1,169.75
Nov 19, 2023 1:00 PM;Nov 19, 2023 1:15 PM;13,212.25;1,901.50;1,164.75
Nov 19, 2023 1:15 PM;Nov 19, 2023 1:30 PM;13,111.50;1,815.75;1,200.00
Nov 19, 2023 1:30 PM;Nov 19, 2023 1:45 PM;13,064.75;1,892.00;1,149.25
Nov 19, 2023 1:45 PM;Nov 19, 2023 2:00 PM;12,909.25;1,864.50;1,140.00
Nov 19, 2023 2:00 PM;Nov 19, 2023 2:15 PM;12,864.00;1,982.75;1,048.00
Nov 19, 2023 2:15 PM;Nov 19, 2023 2:30 PM;12,728.00;1,913.50;962.25
Nov 19, 2023 2:30 PM;Nov 19, 2023 2:45 PM;12,694.00;2,096.50;875.25
Nov 19, 2023 2:45 PM;Nov 19, 2023 3:00 PM;12,688.75;2,305.00;579.50
Nov 19, 2023 3:00 PM;Nov 19, 2023 3:15 PM;12,496.00;2,298.00;451.50
Nov 19, 2023 3:15 PM;Nov 19, 2023 3:30 PM;12,380.00;2,522.00;307.25
Nov 19, 2023 3:30 PM;Nov 19, 2023 3:45 PM;12,463.00;2,939.75;132.50
Nov 19, 2023 3:45 PM;Nov 19, 2023 4:00 PM;12,496.75;3,296.25;84.00
Nov 19, 2023 4:00 PM;Nov 19, 2023 4:15 PM;12,659.25;3,711.00;191.25
Nov 19, 2023 4:15 PM;Nov 19, 2023 4:30 PM;12,743.00;3,961.75;74.50
Nov 19, 2023 4:30 PM;Nov 19, 2023 4:45 PM;12,972.25;4,315.50;30.25
Nov 19, 2023 4:45 PM;Nov 19, 2023 5:00 PM;13,282.50;4,795.00;13.75
Nov 19, 2023 5:00 PM;Nov 19, 2023 5:15 PM;13,597.50;5,263.00;34.50
Nov 19, 2023 5:15 PM;Nov 19, 2023 5:30 PM;13,745.50;5,489.75;2.25
Nov 19, 2023 5:30 PM;Nov 19, 2023 5:45 PM;13,801.00;5,562.75;2.25
Nov 19, 2023 5:45 PM;Nov 19, 2023 6:00 PM;13,856.75;5,616.00;2.25
Nov 19, 2023 6:00 PM;Nov 19, 2023 6:15 PM;13,997.75;5,814.75;2.00
Nov 19, 2023 6:15 PM;Nov 19, 2023 6:30 PM;13,978.75;5,842.00;2.00
Nov 19, 2023 6:30 PM;Nov 19, 2023 6:45 PM;13,883.00;5,777.00;2.25
Nov 19, 2023 6:45 PM;Nov 19, 2023 7:00 PM;13,792.50;5,777.00;2.75
Nov 19, 2023 7:00 PM;Nov 19, 2023 7:15 PM;13,663.25;5,827.00;2.50
Nov 19, 2023 7:15 PM;Nov 19, 2023 7:30 PM;13,483.75;5,761.00;2.50
Nov 19, 2023 7:30 PM;Nov 19, 2023 7:45 PM;13,344.25;5,707.00;2.50
Nov 19, 2023 7:45 PM;Nov 19, 2023 8:00 PM;13,233.00;5,698.25;4.00
Nov 19, 2023 8:00 PM;Nov 19, 2023 8:15 PM;13,101.00;5,665.00;12.25
Nov 19, 2023 8:15 PM;Nov 19, 2023 8:30 PM;12,921.25;5,602.75;12.00
Nov 19, 2023 8:30 PM;Nov 19, 2023 8:45 PM;12,738.75;5,499.00;12.75
Nov 19, 2023 8:45 PM;Nov 19, 2023 9:00 PM;12,498.50;5,327.75;14.00
Nov 19, 2023 9:00 PM;Nov 19, 2023 9:15 PM;12,369.50;5,229.75;13.75
Nov 19, 2023 9:15 PM;Nov 19, 2023 9:30 PM;12,347.75;5,243.75;14.00
Nov 19, 2023 9:30 PM;Nov 19, 2023 9:45 PM;12,235.25;5,162.00;38.75
Nov 19, 2023 9:45 PM;Nov 19, 2023 10:00 PM;12,179.00;5,171.75;46.00
Nov 19, 2023 10:00 PM;Nov 19, 2023 10:15 PM;12,169.75;5,380.50;56.25
Nov 19, 2023 10:15 PM;Nov 19, 2023 10:30 PM;12,049.25;5,303.25;71.50
Nov 19, 2023 10:30 PM;Nov 19, 2023 10:45 PM;11,794.00;5,108.75;40.25
Nov 19, 2023 10:45 PM;Nov 19, 2023 11:00 PM;11,576.75;4,905.00;151.25
Nov 19, 2023 11:00 PM;Nov 19, 2023 11:15 PM;11,413.25;4,770.75;78.50
Nov 19, 2023 11:15 PM;Nov 19, 2023 11:30 PM;11,240.25;4,637.75;180.50
Nov 19, 2023 11:30 PM;Nov 19, 2023 11:45 PM;11,071.25;4,551.75;180.25
Nov 19, 2023 11:45 PM;Nov 20, 2023 12:00 AM;10,903.75;4,429.50;309.00
Nov 20, 2023 12:00 AM;Nov 20, 2023 12:15 AM;10,812.50;4,397.25;381.50
Nov 20, 2023 12:15 AM;Nov 20, 2023 12:30 AM;10,874.75;4,507.50;680.50
Nov 20, 2023 12:30 AM;Nov 20, 2023 12:45 AM;10,795.75;4,465.75;778.00
Nov 20, 2023 12:45 AM;Nov 20, 2023 1:00 AM;10,699.00;4,406.50;920.75
Nov 20, 2023 1:00 AM;Nov 20, 2023 1:15 AM;10,498.50;4,228.00;1,025.00
Nov 20, 2023 1:15 AM;Nov 20, 2023 1:30 AM;10,490.25;4,306.75;1,192.75
Nov 20, 2023 1:30 AM;Nov 20, 2023 1:45 AM;10,358.75;4,199.00;1,258.00
Nov 20, 2023 1:45 AM;Nov 20, 2023 2:00 AM;10,264.00;4,131.75;1,278.50
Nov 20, 2023 2:00 AM;Nov 20, 2023 2:15 AM;10,170.00;4,030.75;1,282.00
Nov 20, 2023 2:15 AM;Nov 20, 2023 2:30 AM;10,160.50;4,021.25;1,339.75
Nov 20, 2023 2:30 AM;Nov 20, 2023 2:45 AM;10,227.25;4,128.00;1,368.50
Nov 20, 2023 2:45 AM;Nov 20, 2023 3:00 AM;10,243.00;4,177.75;1,422.25
Nov 20, 2023 3:00 AM;Nov 20, 2023 3:15 AM;10,284.75;4,206.00;1,439.75
Nov 20, 2023 3:15 AM;Nov 20, 2023 3:30 AM;10,305.25;4,254.75;1,417.00
Nov 20, 2023 3:30 AM;Nov 20, 2023 3:45 AM;10,352.75;4,374.00;1,370.50
Nov 20, 2023 3:45 AM;Nov 20, 2023 4:00 AM;10,387.00;4,459.25;1,333.00
Nov 20, 2023 4:00 AM;Nov 20, 2023 4:15 AM;10,531.75;4,652.75;1,291.25
Nov 20, 2023 4:15 AM;Nov 20, 2023 4:30 AM;10,707.75;4,890.00;1,234.75
Nov 20, 2023 4:30 AM;Nov 20, 2023 4:45 AM;10,924.00;5,143.75;1,091.50
Nov 20, 2023 4:45 AM;Nov 20, 2023 5:00 AM;11,092.50;5,333.75;1,102.25
Nov 20, 2023 5:00 AM;Nov 20, 2023 5:15 AM;11,407.75;5,620.75;1,156.00
Nov 20, 2023 5:15 AM;Nov 20, 2023 5:30 AM;11,597.00;5,790.50;1,219.25
Nov 20, 2023 5:30 AM;Nov 20, 2023 5:45 AM;11,994.50;6,200.25;950.00
Nov 20, 2023 5:45 AM;Nov 20, 2023 6:00 AM;12,409.75;6,613.00;725.25
Nov 20, 2023 6:00 AM;Nov 20, 2023 6:15 AM;13,184.25;7,311.00;740.00
Nov 20, 2023 6:15 AM;Nov 20, 2023 6:30 AM;13,797.25;7,949.50;143.50
Nov 20, 2023 6:30 AM;Nov 20, 2023 6:45 AM;14,180.25;8,323.00;121.00
Nov 20, 2023 6:45 AM;Nov 20, 2023 7:00 AM;14,678.00;8,852.50;88.25
Nov 20, 2023 7:00 AM;Nov 20, 2023 7:15 AM;15,236.00;9,448.50;8.50
Nov 20, 2023 7:15 AM;Nov 20, 2023 7:30 AM;15,596.00;9,839.50;1.75
Nov 20, 2023 7:30 AM;Nov 20, 2023 7:45 AM;15,751.25;10,014.75;1.25
Nov 20, 2023 7:45 AM;Nov 20, 2023 8:00 AM;15,930.00;10,155.25;1.25
Nov 20, 2023 8:00 AM;Nov 20, 2023 8:15 AM;16,133.75;10,322.75;1.00
Nov 20, 2023 8:15 AM;Nov 20, 2023 8:30 AM;16,294.25;10,456.75;1.25
Nov 20, 2023 8:30 AM;Nov 20, 2023 8:45 AM;16,370.50;10,483.75;1.25
Nov 20, 2023 8:45 AM;Nov 20, 2023 9:00 AM;16,346.00;10,364.50;2.00
Nov 20, 2023 9:00 AM;Nov 20, 2023 9:15 AM;16,276.50;10,166.50;2.25
Nov 20, 2023 9:15 AM;Nov 20, 2023 9:30 AM;16,395.75;10,158.00;1.50
Nov 20, 2023 9:30 AM;Nov 20, 2023 9:45 AM;16,412.50;9,940.00;2.00
Nov 20, 2023 9:45 AM;Nov 20, 2023 10:00 AM;16,455.25;9,771.75;2.50
Nov 20, 2023 10:00 AM;Nov 20, 2023 10:15 AM;16,490.00;9,667.00;2.25
Nov 20, 2023 10:15 AM;Nov 20, 2023 10:30 AM;16,558.25;9,577.50;11.25
Nov 20, 2023 10:30 AM;Nov 20, 2023 10:45 AM;16,600.25;9,452.25;68.00
Nov 20, 2023 10:45 AM;Nov 20, 2023 11:00 AM;16,722.75;9,393.00;219.00
Nov 20, 2023 11:00 AM;Nov 20, 2023 11:15 AM;16,710.00;9,286.25;101.25
Nov 20, 2023 11:15 AM;Nov 20, 2023 11:30 AM;16,753.25;9,224.75;110.75
Nov 20, 2023 11:30 AM;Nov 20, 2023 11:45 AM;16,783.75;9,183.25;146.00
Nov 20, 2023 11:45 AM;Nov 20, 2023 12:00 PM;16,817.25;9,239.25;218.75
Nov 20, 2023 12:00 PM;Nov 20, 2023 12:15 PM;16,695.25;9,099.25;350.75
Nov 20, 2023 12:15 PM;Nov 20, 2023 12:30 PM;16,610.50;9,063.00;361.50
Nov 20, 2023 12:30 PM;Nov 20, 2023 12:45 PM;16,501.75;9,070.75;330.50
Nov 20, 2023 12:45 PM;Nov 20, 2023 1:00 PM;16,519.50;9,247.75;306.25
Nov 20, 2023 1:00 PM;Nov 20, 2023 1:15 PM;16,482.00;9,349.00;201.25
Nov 20, 2023 1:15 PM;Nov 20, 2023 1:30 PM;16,416.00;9,418.75;88.25
Nov 20, 2023 1:30 PM;Nov 20, 2023 1:45 PM;16,348.75;9,610.50;58.00
Nov 20, 2023 1:45 PM;Nov 20, 2023 2:00 PM;16,138.25;9,700.00;41.25
Nov 20, 2023 2:00 PM;Nov 20, 2023 2:15 PM;16,029.75;9,871.75;213.50
Nov 20, 2023 2:15 PM;Nov 20, 2023 2:30 PM;16,005.50;10,128.50;112.25
Nov 20, 2023 2:30 PM;Nov 20, 2023 2:45 PM;15,959.75;10,423.00;5.75
Nov 20, 2023 2:45 PM;Nov 20, 2023 3:00 PM;15,891.50;10,672.75;6.00
Nov 20, 2023 3:00 PM;Nov 20, 2023 3:15 PM;16,103.75;11,221.75;45.75
Nov 20, 2023 3:15 PM;Nov 20, 2023 3:30 PM;16,010.75;11,497.75;101.00
Nov 20, 2023 3:30 PM;Nov 20, 2023 3:45 PM;15,959.50;11,790.50;2.75
Nov 20, 2023 3:45 PM;Nov 20, 2023 4:00 PM;15,928.25;12,099.00;1.00
Nov 20, 2023 4:00 PM;Nov 20, 2023 4:15 PM;16,044.50;12,459.00;110.75
Nov 20, 2023 4:15 PM;Nov 20, 2023 4:30 PM;16,096.00;12,590.75;1.50
Nov 20, 2023 4:30 PM;Nov 20, 2023 4:45 PM;16,194.50;12,750.00;1.75
Nov 20, 2023 4:45 PM;Nov 20, 2023 5:00 PM;16,344.75;12,959.75;1.00
Nov 20, 2023 5:00 PM;Nov 20, 2023 5:15 PM;16,516.50;13,180.75;0.75
Nov 20, 2023 5:15 PM;Nov 20, 2023 5:30 PM;16,606.50;13,257.00;0.75
Nov 20, 2023 5:30 PM;Nov 20, 2023 5:45 PM;16,591.00;13,269.25;1.50
Nov 20, 2023 5:45 PM;Nov 20, 2023 6:00 PM;16,623.25;13,334.25;1.00
Nov 20, 2023 6:00 PM;Nov 20, 2023 6:15 PM;16,601.75;13,262.25;0.75
Nov 20, 2023 6:15 PM;Nov 20, 2023 6:30 PM;16,507.00;13,119.75;0.75
Nov 20, 2023 6:30 PM;Nov 20, 2023 6:45 PM;16,502.25;13,114.00;0.75
Nov 20, 2023 6:45 PM;Nov 20, 2023 7:00 PM;16,503.00;13,185.25;0.75
Nov 20, 2023 7:00 PM;Nov 20, 2023 7:15 PM;16,386.25;13,111.00;79.75
Nov 20, 2023 7:15 PM;Nov 20, 2023 7:30 PM;16,209.25;12,951.25;107.75
Nov 20, 2023 7:30 PM;Nov 20, 2023 7:45 PM;16,085.00;12,852.75;122.00
Nov 20, 2023 7:45 PM;Nov 20, 2023 8:00 PM;15,959.25;12,788.25;137.50
Nov 20, 2023 8:00 PM;Nov 20, 2023 8:15 PM;15,741.75;12,681.75;2.00
Nov 20, 2023 8:15 PM;Nov 20, 2023 8:30 PM;15,449.25;12,489.00;1.50
Nov 20, 2023 8:30 PM;Nov 20, 2023 8:45 PM;15,128.25;12,286.25;5.25
Nov 20, 2023 8:45 PM;Nov 20, 2023 9:00 PM;14,871.75;12,100.25;7.25
Nov 20, 2023 9:00 PM;Nov 20, 2023 9:15 PM;14,630.50;11,929.00;6.00
Nov 20, 2023 9:15 PM;Nov 20, 2023 9:30 PM;14,443.75;11,753.50;4.50
Nov 20, 2023 9:30 PM;Nov 20, 2023 9:45 PM;14,218.25;11,584.75;4.50
Nov 20, 2023 9:45 PM;Nov 20, 2023 10:00 PM;14,084.00;11,504.00;61.75
Nov 20, 2023 10:00 PM;Nov 20, 2023 10:15 PM;13,943.75;11,411.00;39.50
Nov 20, 2023 10:15 PM;Nov 20, 2023 10:30 PM;13,775.25;11,232.00;30.00
Nov 20, 2023 10:30 PM;Nov 20, 2023 10:45 PM;13,523.75;11,008.50;68.75
Nov 20, 2023 10:45 PM;Nov 20, 2023 11:00 PM;13,298.75;10,833.75;225.25
Nov 20, 2023 11:00 PM;Nov 20, 2023 11:15 PM;13,119.25;10,598.75;439.25
Nov 20, 2023 11:15 PM;Nov 20, 2023 11:30 PM;12,920.25;10,328.25;418.75
Nov 20, 2023 11:30 PM;Nov 20, 2023 11:45 PM;12,719.00;10,070.50;499.75
Nov 20, 2023 11:45 PM;Nov 21, 2023 12:00 AM;12,511.75;9,814.25;663.75
Nov 21, 2023 12:00 AM;Nov 21, 2023 12:15 AM;12,427.75;9,664.75;591.00
Nov 21, 2023 12:15 AM;Nov 21, 2023 12:30 AM;12,154.50;9,405.00;741.25
Nov 21, 2023 12:30 AM;Nov 21, 2023 12:45 AM;11,971.50;9,277.25;878.00
Nov 21, 2023 12:45 AM;Nov 21, 2023 1:00 AM;11,851.75;9,213.25;984.00
Nov 21, 2023 1:00 AM;Nov 21, 2023 1:15 AM;11,732.50;9,111.75;848.75
Nov 21, 2023 1:15 AM;Nov 21, 2023 1:30 AM;11,641.00;9,090.50;873.00
Nov 21, 2023 1:30 AM;Nov 21, 2023 1:45 AM;11,551.75;9,065.50;958.25
Nov 21, 2023 1:45 AM;Nov 21, 2023 2:00 AM;11,443.00;9,048.00;1,031.25
Nov 21, 2023 2:00 AM;Nov 21, 2023 2:15 AM;11,340.00;8,985.00;759.75
Nov 21, 2023 2:15 AM;Nov 21, 2023 2:30 AM;11,308.00;8,968.25;738.50
Nov 21, 2023 2:30 AM;Nov 21, 2023 2:45 AM;11,353.25;8,986.00;959.75
Nov 21, 2023 2:45 AM;Nov 21, 2023 3:00 AM;11,412.50;9,044.75;938.75
Nov 21, 2023 3:00 AM;Nov 21, 2023 3:15 AM;11,502.75;9,174.50;953.00
Nov 21, 2023 3:15 AM;Nov 21, 2023 3:30 AM;11,584.00;9,327.50;988.75
Nov 21, 2023 3:30 AM;Nov 21, 2023 3:45 AM;11,619.75;9,370.00;987.75
Nov 21, 2023 3:45 AM;Nov 21, 2023 4:00 AM;11,639.00;9,425.50;970.00
Nov 21, 2023 4:00 AM;Nov 21, 2023 4:15 AM;11,789.75;9,589.25;970.00
Nov 21, 2023 4:15 AM;Nov 21, 2023 4:30 AM;11,936.00;9,763.25;971.50
Nov 21, 2023 4:30 AM;Nov 21, 2023 4:45 AM;12,054.00;9,903.00;942.75
Nov 21, 2023 4:45 AM;Nov 21, 2023 5:00 AM;12,197.25;10,022.00;883.75
Nov 21, 2023 5:00 AM;Nov 21, 2023 5:15 AM;12,507.50;10,334.00;743.50
Nov 21, 2023 5:15 AM;Nov 21, 2023 5:30 AM;12,668.75;10,477.25;778.75
Nov 21, 2023 5:30 AM;Nov 21, 2023 5:45 AM;12,959.00;10,753.75;559.75
Nov 21, 2023 5:45 AM;Nov 21, 2023 6:00 AM;13,276.50;11,052.00;382.25
Nov 21, 2023 6:00 AM;Nov 21, 2023 6:15 AM;14,123.00;11,862.75;306.25
Nov 21, 2023 6:15 AM;Nov 21, 2023 6:30 AM;14,627.75;12,309.25;177.50
Nov 21, 2023 6:30 AM;Nov 21, 2023 6:45 AM;15,093.75;12,703.50;76.25
Nov 21, 2023 6:45 AM;Nov 21, 2023 7:00 AM;15,450.00;13,034.50;48.25
Nov 21, 2023 7:00 AM;Nov 21, 2023 7:15 AM;15,944.25;13,540.00;42.50
Nov 21, 2023 7:15 AM;Nov 21, 2023 7:30 AM;16,194.50;13,753.50;4.00
Nov 21, 2023 7:30 AM;Nov 21, 2023 7:45 AM;16,347.50;13,892.50;2.00
Nov 21, 2023 7:45 AM;Nov 21, 2023 8:00 AM;16,532.00;14,015.50;2.00
Nov 21, 2023 8:00 AM;Nov 21, 2023 8:15 AM;16,667.25;14,050.75;2.00
Nov 21, 2023 8:15 AM;Nov 21, 2023 8:30 AM;16,803.75;14,106.00;1.75
Nov 21, 2023 8:30 AM;Nov 21, 2023 8:45 AM;16,796.75;14,032.00;1.75
Nov 21, 2023 8:45 AM;Nov 21, 2023 9:00 AM;16,846.25;14,023.00;2.00
Nov 21, 2023 9:00 AM;Nov 21, 2023 9:15 AM;16,706.00;13,783.50;2.50
Nov 21, 2023 9:15 AM;Nov 21, 2023 9:30 AM;16,783.00;13,771.50;4.50
