Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
17.05.2023 12:15;17.05.2023 12:30;15.753,25;4.689,25;1.411,00
17.05.2023 12:30;17.05.2023 12:45;15.639,00;4.466,75;1.485,25
17.05.2023 12:45;17.05.2023 13:00;15.531,50;4.412,50;1.523,75
17.05.2023 13:00;17.05.2023 13:15;15.462,75;4.326,50;1.556,25
17.05.2023 13:15;17.05.2023 13:30;15.341,50;4.033,50;1.769,75
17.05.2023 13:30;17.05.2023 13:45;15.260,00;3.991,25;1.734,75
17.05.2023 13:45;17.05.2023 14:00;15.045,75;3.894,50;1.721,00
17.05.2023 14:00;17.05.2023 14:15;14.940,75;3.855,50;1.630,75
17.05.2023 14:15;17.05.2023 14:30;14.832,75;3.793,50;1.703,75
17.05.2023 14:30;17.05.2023 14:45;14.726,50;3.811,00;1.680,75
17.05.2023 14:45;17.05.2023 15:00;14.682,50;3.935,25;1.677,00
17.05.2023 15:00;17.05.2023 15:15;14.610,75;4.005,00;1.720,25
17.05.2023 15:15;17.05.2023 15:30;14.472,00;4.061,75;1.670,75
17.05.2023 15:30;17.05.2023 15:45;14.373,50;4.214,00;1.598,25
17.05.2023 15:45;17.05.2023 16:00;14.249,75;4.385,00;1.488,25
17.05.2023 16:00;17.05.2023 16:15;14.171,75;4.560,00;1.458,75
17.05.2023 16:15;17.05.2023 16:30;14.017,50;4.721,00;1.380,25
17.05.2023 16:30;17.05.2023 16:45;14.016,25;4.928,00;1.287,25
17.05.2023 16:45;17.05.2023 17:00;13.929,75;5.115,25;959,25
17.05.2023 17:00;17.05.2023 17:15;13.956,50;5.500,50;844,25
17.05.2023 17:15;17.05.2023 17:30;13.899,50;5.942,75;533,00
17.05.2023 17:30;17.05.2023 17:45;13.872,75;6.405,50;93,50
17.05.2023 17:45;17.05.2023 18:00;13.886,50;6.990,75;23,25
17.05.2023 18:00;17.05.2023 18:15;13.923,00;7.566,50;144,50
17.05.2023 18:15;17.05.2023 18:30;13.831,00;8.006,25;80,00
17.05.2023 18:30;17.05.2023 18:45;13.884,00;8.569,75;26,00
17.05.2023 18:45;17.05.2023 19:00;13.841,75;9.035,25;3,25
17.05.2023 19:00;17.05.2023 19:15;13.863,25;9.559,50;22,50
17.05.2023 19:15;17.05.2023 19:30;13.743,00;9.908,50;8,00
17.05.2023 19:30;17.05.2023 19:45;13.701,00;10.295,50;2,50
17.05.2023 19:45;17.05.2023 20:00;13.623,00;10.565,00;2,25
17.05.2023 20:00;17.05.2023 20:15;13.470,75;10.694,25;1,25
17.05.2023 20:15;17.05.2023 20:30;13.363,00;10.870,25;1,25
17.05.2023 20:30;17.05.2023 20:45;13.247,00;10.947,00;1,25
17.05.2023 20:45;17.05.2023 21:00;13.196,75;10.978,50;1,25
17.05.2023 21:00;17.05.2023 21:15;12.992,75;10.773,25;1,25
17.05.2023 21:15;17.05.2023 21:30;12.924,50;10.691,25;1,25
17.05.2023 21:30;17.05.2023 21:45;12.810,25;10.534,25;1,25
17.05.2023 21:45;17.05.2023 22:00;12.583,75;10.249,00;14,25
17.05.2023 22:00;17.05.2023 22:15;12.342,00;9.995,00;3,00
17.05.2023 22:15;17.05.2023 22:30;12.094,00;9.733,25;1,00
17.05.2023 22:30;17.05.2023 22:45;11.906,00;9.529,00;1,00
17.05.2023 22:45;17.05.2023 23:00;11.633,25;9.238,50;8,50
17.05.2023 23:00;17.05.2023 23:15;11.430,75;9.037,00;10,25
17.05.2023 23:15;17.05.2023 23:30;11.143,50;8.714,00;24,50
17.05.2023 23:30;17.05.2023 23:45;10.983,50;8.543,00;7,50
17.05.2023 23:45;18.05.2023 00:00;10.799,50;8.383,75;27,50
18.05.2023 00:00;18.05.2023 00:15;10.540,25;8.145,25;20,25
18.05.2023 00:15;18.05.2023 00:30;10.390,75;8.013,75;8,75
18.05.2023 00:30;18.05.2023 00:45;10.278,50;7.920,25;56,50
18.05.2023 00:45;18.05.2023 01:00;10.113,75;7.771,00;106,50
18.05.2023 01:00;18.05.2023 01:15;9.953,50;7.613,75;54,75
18.05.2023 01:15;18.05.2023 01:30;9.899,50;7.579,50;62,25
18.05.2023 01:30;18.05.2023 01:45;9.777,75;7.496,00;67,00
18.05.2023 01:45;18.05.2023 02:00;9.794,00;7.521,25;80,50
18.05.2023 02:00;18.05.2023 02:15;9.693,25;7.463,25;83,50
18.05.2023 02:15;18.05.2023 02:30;9.652,50;7.475,00;80,50
18.05.2023 02:30;18.05.2023 02:45;9.622,50;7.492,50;101,25
18.05.2023 02:45;18.05.2023 03:00;9.560,25;7.477,25;103,25
18.05.2023 03:00;18.05.2023 03:15;9.539,00;7.490,25;49,25
18.05.2023 03:15;18.05.2023 03:30;9.509,50;7.493,50;72,75
18.05.2023 03:30;18.05.2023 03:45;9.493,25;7.531,75;59,25
18.05.2023 03:45;18.05.2023 04:00;9.524,50;7.612,25;68,50
18.05.2023 04:00;18.05.2023 04:15;9.588,25;7.715,50;66,50
18.05.2023 04:15;18.05.2023 04:30;9.562,25;7.729,75;81,25
18.05.2023 04:30;18.05.2023 04:45;9.582,75;7.787,00;48,50
18.05.2023 04:45;18.05.2023 05:00;9.596,00;7.836,75;37,50
18.05.2023 05:00;18.05.2023 05:15;9.502,50;7.756,25;32,75
18.05.2023 05:15;18.05.2023 05:30;9.363,50;7.637,00;48,00
18.05.2023 05:30;18.05.2023 05:45;9.292,00;7.575,00;111,25
18.05.2023 05:45;18.05.2023 06:00;9.232,25;7.493,00;128,25
18.05.2023 06:00;18.05.2023 06:15;9.317,50;7.489,00;82,75
18.05.2023 06:15;18.05.2023 06:30;9.312,25;7.334,75;69,25
18.05.2023 06:30;18.05.2023 06:45;9.349,00;7.197,25;70,25
18.05.2023 06:45;18.05.2023 07:00;9.440,50;7.054,00;63,25
18.05.2023 07:00;18.05.2023 07:15;9.526,50;6.866,50;10,00
18.05.2023 07:15;18.05.2023 07:30;9.701,00;6.757,25;24,50
18.05.2023 07:30;18.05.2023 07:45;9.940,25;6.695,50;22,50
18.05.2023 07:45;18.05.2023 08:00;10.209,50;6.587,00;39,50
18.05.2023 08:00;18.05.2023 08:15;10.396,00;6.327,50;6,25
18.05.2023 08:15;18.05.2023 08:30;10.618,25;6.031,25;8,75
18.05.2023 08:30;18.05.2023 08:45;10.739,00;5.607,00;11,00
18.05.2023 08:45;18.05.2023 09:00;10.864,50;5.146,50;139,75
18.05.2023 09:00;18.05.2023 09:15;10.948,00;4.670,75;76,00
18.05.2023 09:15;18.05.2023 09:30;11.072,50;4.262,75;288,25
18.05.2023 09:30;18.05.2023 09:45;11.332,50;4.081,50;553,00
18.05.2023 09:45;18.05.2023 10:00;11.298,25;3.636,75;743,75
18.05.2023 10:00;18.05.2023 10:15;11.376,75;3.326,75;688,25
18.05.2023 10:15;18.05.2023 10:30;11.400,25;3.065,75;1.086,50
18.05.2023 10:30;18.05.2023 10:45;11.387,75;2.834,50;1.096,75
18.05.2023 10:45;18.05.2023 11:00;11.318,25;2.623,50;1.268,25
18.05.2023 11:00;18.05.2023 11:15;11.346,25;2.561,75;1.527,25
18.05.2023 11:15;18.05.2023 11:30;11.421,00;2.592,25;1.625,25
18.05.2023 11:30;18.05.2023 11:45;11.576,25;2.682,25;1.545,25
18.05.2023 11:45;18.05.2023 12:00;11.548,00;2.622,00;1.673,25
18.05.2023 12:00;18.05.2023 12:15;11.475,00;2.509,00;1.586,50
18.05.2023 12:15;18.05.2023 12:30;11.457,50;2.464,75;1.583,75
18.05.2023 12:30;18.05.2023 12:45;11.361,00;2.341,25;1.632,00
18.05.2023 12:45;18.05.2023 13:00;11.316,00;2.254,50;1.712,75
18.05.2023 13:00;18.05.2023 13:15;11.164,00;1.997,00;1.742,00
18.05.2023 13:15;18.05.2023 13:30;11.051,25;1.849,75;1.757,75
18.05.2023 13:30;18.05.2023 13:45;10.938,75;1.774,75;1.753,75
18.05.2023 13:45;18.05.2023 14:00;10.799,75;1.718,00;1.807,75
18.05.2023 14:00;18.05.2023 14:15;10.680,25;1.785,00;1.839,25
18.05.2023 14:15;18.05.2023 14:30;10.604,75;1.857,00;1.761,75
18.05.2023 14:30;18.05.2023 14:45;10.553,00;1.976,00;1.779,25
18.05.2023 14:45;18.05.2023 15:00;10.505,25;2.125,50;1.735,50
18.05.2023 15:00;18.05.2023 15:15;10.474,25;2.277,75;1.627,75
18.05.2023 15:15;18.05.2023 15:30;10.316,00;2.295,25;1.652,25
18.05.2023 15:30;18.05.2023 15:45;10.322,75;2.501,25;1.506,25
18.05.2023 15:45;18.05.2023 16:00;10.285,50;2.672,00;1.438,25
18.05.2023 16:00;18.05.2023 16:15;10.320,00;3.069,75;1.548,00
18.05.2023 16:15;18.05.2023 16:30;10.370,00;3.456,50;1.551,25
18.05.2023 16:30;18.05.2023 16:45;10.398,25;3.735,50;1.249,75
18.05.2023 16:45;18.05.2023 17:00;10.413,25;4.047,25;841,75
18.05.2023 17:00;18.05.2023 17:15;10.500,50;4.443,25;1.193,25
18.05.2023 17:15;18.05.2023 17:30;10.559,50;4.865,75;735,00
18.05.2023 17:30;18.05.2023 17:45;10.608,50;5.271,75;323,25
18.05.2023 17:45;18.05.2023 18:00;10.647,75;5.673,25;66,75
18.05.2023 18:00;18.05.2023 18:15;10.791,75;6.230,50;157,75
18.05.2023 18:15;18.05.2023 18:30;10.803,25;6.636,25;34,00
18.05.2023 18:30;18.05.2023 18:45;10.920,25;7.140,50;10,50
18.05.2023 18:45;18.05.2023 19:00;10.969,50;7.550,75;5,75
18.05.2023 19:00;18.05.2023 19:15;11.003,50;7.940,00;5,25
18.05.2023 19:15;18.05.2023 19:30;11.013,50;8.273,00;3,00
18.05.2023 19:30;18.05.2023 19:45;11.010,00;8.522,25;2,50
18.05.2023 19:45;18.05.2023 20:00;11.029,00;8.750,25;2,50
18.05.2023 20:00;18.05.2023 20:15;11.053,00;8.958,75;2,50
18.05.2023 20:15;18.05.2023 20:30;11.067,25;9.109,50;2,50
18.05.2023 20:30;18.05.2023 20:45;11.051,25;9.138,25;2,00
18.05.2023 20:45;18.05.2023 21:00;10.913,00;8.934,50;1,00
18.05.2023 21:00;18.05.2023 21:15;10.855,50;8.759,75;0,75
18.05.2023 21:15;18.05.2023 21:30;10.915,00;8.728,25;0,75
18.05.2023 21:30;18.05.2023 21:45;10.237,00;7.929,00;1,50
18.05.2023 21:45;18.05.2023 22:00;10.183,75;7.732,50;1,50
18.05.2023 22:00;18.05.2023 22:15;10.230,50;7.698,50;1,75
18.05.2023 22:15;18.05.2023 22:30;10.026,75;7.406,50;8,50
18.05.2023 22:30;18.05.2023 22:45;9.854,25;7.180,50;18,50
18.05.2023 22:45;18.05.2023 23:00;9.678,00;6.947,25;66,50
18.05.2023 23:00;18.05.2023 23:15;9.514,50;6.732,75;43,25
18.05.2023 23:15;18.05.2023 23:30;9.869,00;7.069,25;30,00
18.05.2023 23:30;18.05.2023 23:45;9.716,50;6.897,25;58,00
18.05.2023 23:45;19.05.2023 00:00;9.548,75;6.756,00;139,75
19.05.2023 00:00;19.05.2023 00:15;9.529,00;6.765,75;122,00
19.05.2023 00:15;19.05.2023 00:30;9.452,50;6.720,50;123,50
19.05.2023 00:30;19.05.2023 00:45;9.343,00;6.662,75;173,50
19.05.2023 00:45;19.05.2023 01:00;9.206,75;6.569,75;189,75
19.05.2023 01:00;19.05.2023 01:15;9.144,00;6.547,25;164,25
19.05.2023 01:15;19.05.2023 01:30;9.125,25;6.606,50;158,50
19.05.2023 01:30;19.05.2023 01:45;9.000,25;6.540,00;204,50
19.05.2023 01:45;19.05.2023 02:00;9.021,25;6.639,75;208,50
19.05.2023 02:00;19.05.2023 02:15;8.923,25;6.606,75;153,50
19.05.2023 02:15;19.05.2023 02:30;8.871,75;6.603,75;155,00
19.05.2023 02:30;19.05.2023 02:45;8.801,00;6.593,75;170,25
19.05.2023 02:45;19.05.2023 03:00;8.795,50;6.640,75;149,25
19.05.2023 03:00;19.05.2023 03:15;8.725,50;6.590,25;123,00
19.05.2023 03:15;19.05.2023 03:30;8.756,25;6.670,00;71,75
19.05.2023 03:30;19.05.2023 03:45;8.802,75;6.758,25;81,00
19.05.2023 03:45;19.05.2023 04:00;8.871,75;6.848,75;83,00
19.05.2023 04:00;19.05.2023 04:15;9.003,75;6.977,25;115,25
19.05.2023 04:15;19.05.2023 04:30;9.010,75;6.986,00;119,75
19.05.2023 04:30;19.05.2023 04:45;9.095,50;7.083,75;105,25
19.05.2023 04:45;19.05.2023 05:00;9.220,50;7.206,50;80,00
19.05.2023 05:00;19.05.2023 05:15;9.452,00;7.443,75;85,25
19.05.2023 05:15;19.05.2023 05:30;9.447,00;7.450,00;126,50
19.05.2023 05:30;19.05.2023 05:45;9.607,00;7.607,75;95,00
19.05.2023 05:45;19.05.2023 06:00;9.816,75;7.782,00;70,75
19.05.2023 06:00;19.05.2023 06:15;10.299,50;8.148,50;50,00
19.05.2023 06:15;19.05.2023 06:30;10.525,25;8.205,00;47,00
19.05.2023 06:30;19.05.2023 06:45;10.750,50;8.221,25;32,50
19.05.2023 06:45;19.05.2023 07:00;11.027,00;8.289,25;5,75
19.05.2023 07:00;19.05.2023 07:15;11.291,50;8.330,25;5,75
19.05.2023 07:15;19.05.2023 07:30;11.587,50;8.417,50;5,75
19.05.2023 07:30;19.05.2023 07:45;11.764,75;8.393,50;6,00
19.05.2023 07:45;19.05.2023 08:00;12.047,75;8.464,50;5,75
19.05.2023 08:00;19.05.2023 08:15;12.276,75;8.436,00;4,50
19.05.2023 08:15;19.05.2023 08:30;12.439,50;8.282,00;4,50
19.05.2023 08:30;19.05.2023 08:45;12.544,00;8.023,25;4,50
19.05.2023 08:45;19.05.2023 09:00;12.640,00;7.688,25;4,75
19.05.2023 09:00;19.05.2023 09:15;12.671,25;7.284,75;5,00
19.05.2023 09:15;19.05.2023 09:30;12.666,75;6.805,25;15,25
19.05.2023 09:30;19.05.2023 09:45;12.801,50;6.447,50;127,25
19.05.2023 09:45;19.05.2023 10:00;12.845,00;6.037,00;255,50
19.05.2023 10:00;19.05.2023 10:15;12.843,50;5.545,50;137,50
19.05.2023 10:15;19.05.2023 10:30;12.861,00;5.101,00;293,25
19.05.2023 10:30;19.05.2023 10:45;12.889,25;4.738,25;615,75
19.05.2023 10:45;19.05.2023 11:00;13.007,75;4.514,00;943,50
19.05.2023 11:00;19.05.2023 11:15;13.123,75;4.340,75;823,00
19.05.2023 11:15;19.05.2023 11:30;13.167,50;4.066,00;1.202,50
19.05.2023 11:30;19.05.2023 11:45;13.222,50;3.899,25;1.347,75
19.05.2023 11:45;19.05.2023 12:00;13.230,50;3.804,50;1.499,75
19.05.2023 12:00;19.05.2023 12:15;13.222,75;3.704,50;1.425,00
19.05.2023 12:15;19.05.2023 12:30;13.153,00;3.559,00;1.579,25
19.05.2023 12:30;19.05.2023 12:45;13.086,75;3.455,75;1.641,50
19.05.2023 12:45;19.05.2023 13:00;13.122,25;3.395,00;1.710,50
19.05.2023 13:00;19.05.2023 13:15;13.023,75;3.457,25;1.687,50
19.05.2023 13:15;19.05.2023 13:30;12.866,75;3.410,75;1.749,50
19.05.2023 13:30;19.05.2023 13:45;12.724,50;3.465,25;1.735,00
19.05.2023 13:45;19.05.2023 14:00;12.633,50;3.517,50;1.734,00
19.05.2023 14:00;19.05.2023 14:15;12.606,75;3.501,75;1.659,50
19.05.2023 14:15;19.05.2023 14:30;12.518,00;3.463,00;1.667,50
19.05.2023 14:30;19.05.2023 14:45;12.467,75;3.520,50;1.667,00
19.05.2023 14:45;19.05.2023 15:00;12.520,75;3.665,50;1.652,25
19.05.2023 15:00;19.05.2023 15:15;12.393,25;3.732,00;1.626,50
19.05.2023 15:15;19.05.2023 15:30;12.380,25;3.754,50;1.496,75
19.05.2023 15:30;19.05.2023 15:45;12.397,75;3.933,50;1.421,00
19.05.2023 15:45;19.05.2023 16:00;12.329,75;4.074,75;1.223,75
19.05.2023 16:00;19.05.2023 16:15;12.322,50;4.310,25;1.336,50
19.05.2023 16:15;19.05.2023 16:30;12.295,75;4.505,25;1.252,00
19.05.2023 16:30;19.05.2023 16:45;12.283,25;4.701,50;950,50
19.05.2023 16:45;19.05.2023 17:00;12.313,50;4.925,75;816,25
19.05.2023 17:00;19.05.2023 17:15;12.445,50;5.206,75;664,00
19.05.2023 17:15;19.05.2023 17:30;12.399,50;5.387,00;431,75
19.05.2023 17:30;19.05.2023 17:45;12.576,50;5.809,50;142,50
19.05.2023 17:45;19.05.2023 18:00;12.531,50;6.086,75;25,50
19.05.2023 18:00;19.05.2023 18:15;12.635,75;6.458,25;146,25
19.05.2023 18:15;19.05.2023 18:30;12.655,50;6.706,50;66,50
19.05.2023 18:30;19.05.2023 18:45;12.650,25;6.936,75;4,50
19.05.2023 18:45;19.05.2023 19:00;12.737,25;7.247,00;8,00
19.05.2023 19:00;19.05.2023 19:15;12.701,50;7.511,50;30,25
19.05.2023 19:15;19.05.2023 19:30;12.629,75;7.645,50;60,50
19.05.2023 19:30;19.05.2023 19:45;12.596,50;7.798,25;10,50
19.05.2023 19:45;19.05.2023 20:00;12.542,00;7.936,50;2,75
19.05.2023 20:00;19.05.2023 20:15;12.418,00;7.972,25;2,75
19.05.2023 20:15;19.05.2023 20:30;12.326,00;8.023,25;2,75
19.05.2023 20:30;19.05.2023 20:45;12.262,75;8.071,25;3,00
19.05.2023 20:45;19.05.2023 21:00;12.115,25;7.878,25;2,75
19.05.2023 21:00;19.05.2023 21:15;12.051,00;7.668,25;2,50
19.05.2023 21:15;19.05.2023 21:30;11.997,75;7.502,25;2,25
19.05.2023 21:30;19.05.2023 21:45;11.877,00;7.286,75;2,50
19.05.2023 21:45;19.05.2023 22:00;11.829,25;7.123,25;29,00
19.05.2023 22:00;19.05.2023 22:15;11.618,50;6.854,25;23,75
19.05.2023 22:15;19.05.2023 22:30;11.325,25;6.487,00;20,50
19.05.2023 22:30;19.05.2023 22:45;11.110,00;6.232,50;28,00
19.05.2023 22:45;19.05.2023 23:00;10.928,75;6.040,00;16,25
19.05.2023 23:00;19.05.2023 23:15;10.716,00;5.823,75;3,25
19.05.2023 23:15;19.05.2023 23:30;10.534,00;5.684,50;4,25
19.05.2023 23:30;19.05.2023 23:45;10.328,50;5.555,00;45,75
19.05.2023 23:45;20.05.2023 00:00;10.197,50;5.463,75;19,50
20.05.2023 00:00;20.05.2023 00:15;9.927,50;5.269,75;65,75
20.05.2023 00:15;20.05.2023 00:30;9.779,00;5.231,25;87,25
20.05.2023 00:30;20.05.2023 00:45;9.590,00;5.152,25;94,25
20.05.2023 00:45;20.05.2023 01:00;9.488,25;5.188,75;94,25
20.05.2023 01:00;20.05.2023 01:15;9.394,50;5.188,00;52,25
20.05.2023 01:15;20.05.2023 01:30;9.329,25;5.204,50;107,25
20.05.2023 01:30;20.05.2023 01:45;9.220,75;5.151,25;123,75
20.05.2023 01:45;20.05.2023 02:00;9.133,00;5.104,25;74,50
20.05.2023 02:00;20.05.2023 02:15;9.032,00;5.022,00;101,00
20.05.2023 02:15;20.05.2023 02:30;8.992,00;5.008,25;47,50
20.05.2023 02:30;20.05.2023 02:45;9.016,00;5.104,25;32,00
20.05.2023 02:45;20.05.2023 03:00;8.949,75;5.087,25;41,75
20.05.2023 03:00;20.05.2023 03:15;8.976,50;5.132,25;64,00
20.05.2023 03:15;20.05.2023 03:30;8.892,25;5.050,00;71,00
20.05.2023 03:30;20.05.2023 03:45;8.919,75;5.087,75;77,50
20.05.2023 03:45;20.05.2023 04:00;8.896,50;5.073,00;80,00
20.05.2023 04:00;20.05.2023 04:15;8.924,25;5.096,00;67,25
20.05.2023 04:15;20.05.2023 04:30;8.949,25;5.111,25;96,75
20.05.2023 04:30;20.05.2023 04:45;8.994,50;5.170,75;98,50
20.05.2023 04:45;20.05.2023 05:00;9.036,25;5.190,75;104,50
20.05.2023 05:00;20.05.2023 05:15;9.155,25;5.280,75;51,50
20.05.2023 05:15;20.05.2023 05:30;9.133,25;5.156,75;53,25
20.05.2023 05:30;20.05.2023 05:45;9.164,50;5.073,50;81,75
20.05.2023 05:45;20.05.2023 06:00;9.284,00;5.069,50;63,50
20.05.2023 06:00;20.05.2023 06:15;9.536,25;5.127,50;115,25
20.05.2023 06:15;20.05.2023 06:30;9.689,75;5.157,00;126,75
20.05.2023 06:30;20.05.2023 06:45;9.800,50;5.133,00;138,75
20.05.2023 06:45;20.05.2023 07:00;10.009,50;5.238,25;246,00
20.05.2023 07:00;20.05.2023 07:15;10.253,00;5.361,25;105,00
20.05.2023 07:15;20.05.2023 07:30;10.402,00;5.418,25;169,50
20.05.2023 07:30;20.05.2023 07:45;10.597,00;5.495,00;150,00
20.05.2023 07:45;20.05.2023 08:00;10.791,50;5.418,50;236,00
20.05.2023 08:00;20.05.2023 08:15;10.980,25;5.282,25;115,00
20.05.2023 08:15;20.05.2023 08:30;11.223,25;5.114,75;284,00
20.05.2023 08:30;20.05.2023 08:45;11.419,25;4.882,25;343,25
20.05.2023 08:45;20.05.2023 09:00;11.544,75;4.547,50;477,00
20.05.2023 09:00;20.05.2023 09:15;11.653,25;4.229,00;338,00
20.05.2023 09:15;20.05.2023 09:30;11.778,00;3.871,50;539,75
20.05.2023 09:30;20.05.2023 09:45;11.952,00;3.530,00;888,50
20.05.2023 09:45;20.05.2023 10:00;11.995,00;3.132,00;1.126,00
20.05.2023 10:00;20.05.2023 10:15;12.171,00;2.887,00;722,00
20.05.2023 10:15;20.05.2023 10:30;12.248,25;2.515,50;1.100,75
20.05.2023 10:30;20.05.2023 10:45;12.421,50;2.359,00;1.459,00
20.05.2023 10:45;20.05.2023 11:00;12.477,00;2.271,75;1.462,50
20.05.2023 11:00;20.05.2023 11:15;12.513,25;2.166,25;1.401,00
20.05.2023 11:15;20.05.2023 11:30;12.611,50;2.064,50;1.554,00
20.05.2023 11:30;20.05.2023 11:45;12.636,00;1.874,75;1.633,75
20.05.2023 11:45;20.05.2023 12:00;12.521,50;1.748,50;1.692,00
20.05.2023 12:00;20.05.2023 12:15;12.518,50;1.980,25;1.577,00
20.05.2023 12:15;20.05.2023 12:30;12.489,25;1.986,25;1.670,75
20.05.2023 12:30;20.05.2023 12:45;12.410,00;1.846,50;1.698,25
20.05.2023 12:45;20.05.2023 13:00;12.333,75;1.847,75;1.691,50
20.05.2023 13:00;20.05.2023 13:15;12.182,75;1.703,25;1.695,25
20.05.2023 13:15;20.05.2023 13:30;12.097,25;1.723,00;1.709,00
20.05.2023 13:30;20.05.2023 13:45;11.945,25;1.545,75;1.724,00
20.05.2023 13:45;20.05.2023 14:00;11.929,75;1.471,75;1.717,00
20.05.2023 14:00;20.05.2023 14:15;11.773,50;1.228,50;1.775,75
20.05.2023 14:15;20.05.2023 14:30;11.625,00;1.106,50;1.775,00
20.05.2023 14:30;20.05.2023 14:45;11.630,50;1.173,00;1.616,25
20.05.2023 14:45;20.05.2023 15:00;11.524,25;1.121,50;1.604,50
20.05.2023 15:00;20.05.2023 15:15;11.522,75;1.255,50;1.699,75
20.05.2023 15:15;20.05.2023 15:30;11.503,00;1.325,25;1.700,50
20.05.2023 15:30;20.05.2023 15:45;11.508,75;1.524,50;1.560,75
20.05.2023 15:45;20.05.2023 16:00;11.418,25;1.542,00;1.460,00
20.05.2023 16:00;20.05.2023 16:15;11.505,75;1.768,75;1.507,50
20.05.2023 16:15;20.05.2023 16:30;11.387,50;1.790,25;1.515,00
20.05.2023 16:30;20.05.2023 16:45;11.447,00;1.851,00;1.468,75
20.05.2023 16:45;20.05.2023 17:00;11.477,50;2.073,75;1.338,25
20.05.2023 17:00;20.05.2023 17:15;11.568,50;2.406,75;1.456,00
20.05.2023 17:15;20.05.2023 17:30;11.590,00;2.751,25;1.297,50
20.05.2023 17:30;20.05.2023 17:45;11.605,75;2.968,25;958,00
20.05.2023 17:45;20.05.2023 18:00;11.689,25;3.148,25;629,00
20.05.2023 18:00;20.05.2023 18:15;11.795,50;3.736,25;648,75
20.05.2023 18:15;20.05.2023 18:30;11.802,00;4.185,75;383,75
20.05.2023 18:30;20.05.2023 18:45;11.915,00;4.568,25;101,50
20.05.2023 18:45;20.05.2023 19:00;11.977,75;4.994,50;85,75
20.05.2023 19:00;20.05.2023 19:15;11.846,25;5.271,75;123,75
20.05.2023 19:15;20.05.2023 19:30;11.813,00;5.691,75;70,75
20.05.2023 19:30;20.05.2023 19:45;11.700,00;5.953,75;58,00
20.05.2023 19:45;20.05.2023 20:00;11.653,50;6.281,75;23,75
20.05.2023 20:00;20.05.2023 20:15;11.488,00;6.449,00;2,75
20.05.2023 20:15;20.05.2023 20:30;11.360,50;6.648,25;2,50
20.05.2023 20:30;20.05.2023 20:45;11.308,00;6.858,75;2,25
20.05.2023 20:45;20.05.2023 21:00;11.232,50;6.932,25;2,00
20.05.2023 21:00;20.05.2023 21:15;11.126,25;6.817,50;2,50
20.05.2023 21:15;20.05.2023 21:30;11.090,75;6.802,00;18,00
20.05.2023 21:30;20.05.2023 21:45;11.110,75;6.832,00;30,00
20.05.2023 21:45;20.05.2023 22:00;11.028,00;6.710,00;28,00
20.05.2023 22:00;20.05.2023 22:15;10.932,25;6.698,50;2,25
20.05.2023 22:15;20.05.2023 22:30;10.796,75;6.649,00;2,00
20.05.2023 22:30;20.05.2023 22:45;10.624,75;6.475,75;2,00
20.05.2023 22:45;20.05.2023 23:00;10.437,25;6.314,75;2,00
20.05.2023 23:00;20.05.2023 23:15;10.217,00;6.107,50;1,75
20.05.2023 23:15;20.05.2023 23:30;10.017,75;5.921,25;2,75
20.05.2023 23:30;20.05.2023 23:45;9.903,00;5.833,50;2,75
20.05.2023 23:45;21.05.2023 00:00;9.736,00;5.665,75;5,50
21.05.2023 00:00;21.05.2023 00:15;9.662,00;5.592,00;52,75
21.05.2023 00:15;21.05.2023 00:30;9.422,25;5.347,50;17,75
21.05.2023 00:30;21.05.2023 00:45;9.346,25;5.320,75;9,25
21.05.2023 00:45;21.05.2023 01:00;9.294,25;5.323,25;31,75
21.05.2023 01:00;21.05.2023 01:15;9.128,00;5.213,50;51,50
21.05.2023 01:15;21.05.2023 01:30;8.993,25;5.105,50;105,50
21.05.2023 01:30;21.05.2023 01:45;8.942,50;5.064,75;168,00
21.05.2023 01:45;21.05.2023 02:00;8.858,50;4.998,25;184,75
21.05.2023 02:00;21.05.2023 02:15;8.861,50;5.016,25;243,75
21.05.2023 02:15;21.05.2023 02:30;8.723,25;4.911,50;132,75
21.05.2023 02:30;21.05.2023 02:45;8.652,00;4.875,75;137,25
21.05.2023 02:45;21.05.2023 03:00;8.604,00;4.870,75;187,00
21.05.2023 03:00;21.05.2023 03:15;8.537,00;4.846,75;197,25
21.05.2023 03:15;21.05.2023 03:30;8.496,25;4.829,50;139,75
21.05.2023 03:30;21.05.2023 03:45;8.445,75;4.796,00;126,25
21.05.2023 03:45;21.05.2023 04:00;8.449,00;4.827,25;122,75
21.05.2023 04:00;21.05.2023 04:15;8.447,25;4.852,00;174,50
21.05.2023 04:15;21.05.2023 04:30;8.441,50;4.870,75;178,25
21.05.2023 04:30;21.05.2023 04:45;8.466,25;4.933,50;154,50
21.05.2023 04:45;21.05.2023 05:00;8.532,75;5.028,75;167,75
21.05.2023 05:00;21.05.2023 05:15;8.561,00;5.095,75;194,75
21.05.2023 05:15;21.05.2023 05:30;8.569,75;5.104,25;232,50
21.05.2023 05:30;21.05.2023 05:45;8.561,75;5.078,00;294,75
21.05.2023 05:45;21.05.2023 06:00;8.572,00;5.051,00;416,25
21.05.2023 06:00;21.05.2023 06:15;8.674,25;5.056,25;345,25
21.05.2023 06:15;21.05.2023 06:30;8.745,50;5.004,25;356,00
