Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
13.05.2023 17:30;13.05.2023 17:45;11.718,25;5.579,50;222,50
13.05.2023 17:45;13.05.2023 18:00;11.876,50;6.088,75;69,00
13.05.2023 18:00;13.05.2023 18:15;11.958,75;6.463,00;230,75
13.05.2023 18:15;13.05.2023 18:30;11.972,25;6.761,75;204,50
13.05.2023 18:30;13.05.2023 18:45;11.983,50;7.164,50;183,75
13.05.2023 18:45;13.05.2023 19:00;11.879,25;7.500,25;44,25
13.05.2023 19:00;13.05.2023 19:15;11.901,00;7.918,75;82,50
13.05.2023 19:15;13.05.2023 19:30;11.888,00;8.265,50;61,75
13.05.2023 19:30;13.05.2023 19:45;11.877,00;8.591,00;8,75
13.05.2023 19:45;13.05.2023 20:00;11.905,50;8.942,25;6,00
13.05.2023 20:00;13.05.2023 20:15;11.794,50;9.058,75;4,00
13.05.2023 20:15;13.05.2023 20:30;11.666,25;9.082,50;2,50
13.05.2023 20:30;13.05.2023 20:45;11.528,75;9.031,25;2,00
13.05.2023 20:45;13.05.2023 21:00;11.386,50;8.853,75;2,50
13.05.2023 21:00;13.05.2023 21:15;11.329,00;8.811,50;1,75
13.05.2023 21:15;13.05.2023 21:30;11.262,50;8.819,00;0,25
13.05.2023 21:30;13.05.2023 21:45;11.190,75;8.752,75;1,25
13.05.2023 21:45;13.05.2023 22:00;11.081,75;8.595,50;1,25
13.05.2023 22:00;13.05.2023 22:15;11.076,75;8.605,00;1,25
13.05.2023 22:15;13.05.2023 22:30;10.899,50;8.460,00;0,75
13.05.2023 22:30;13.05.2023 22:45;10.734,75;8.415,25;1,25
13.05.2023 22:45;13.05.2023 23:00;10.555,50;8.369,00;2,00
13.05.2023 23:00;13.05.2023 23:15;10.355,50;8.287,75;2,25
13.05.2023 23:15;13.05.2023 23:30;10.174,00;8.195,25;2,25
13.05.2023 23:30;13.05.2023 23:45;10.017,75;8.137,00;2,75
13.05.2023 23:45;14.05.2023 00:00;9.894,00;8.108,25;3,25
14.05.2023 00:00;14.05.2023 00:15;9.716,25;8.011,75;3,25
14.05.2023 00:15;14.05.2023 00:30;9.604,75;7.964,50;4,50
14.05.2023 00:30;14.05.2023 00:45;9.483,00;7.904,00;8,00
14.05.2023 00:45;14.05.2023 01:00;9.382,75;7.857,25;9,50
14.05.2023 01:00;14.05.2023 01:15;9.249,00;7.798,75;11,75
14.05.2023 01:15;14.05.2023 01:30;9.145,00;7.761,50;13,00
14.05.2023 01:30;14.05.2023 01:45;9.031,75;7.689,25;28,50
14.05.2023 01:45;14.05.2023 02:00;8.959,75;7.624,75;39,75
14.05.2023 02:00;14.05.2023 02:15;8.883,50;7.567,00;38,50
14.05.2023 02:15;14.05.2023 02:30;8.837,00;7.544,50;39,50
14.05.2023 02:30;14.05.2023 02:45;8.782,00;7.543,50;36,75
14.05.2023 02:45;14.05.2023 03:00;8.746,75;7.544,00;44,75
14.05.2023 03:00;14.05.2023 03:15;8.723,25;7.579,50;55,75
14.05.2023 03:15;14.05.2023 03:30;8.678,75;7.548,25;58,00
14.05.2023 03:30;14.05.2023 03:45;8.616,25;7.512,00;44,00
14.05.2023 03:45;14.05.2023 04:00;8.644,00;7.526,25;56,00
14.05.2023 04:00;14.05.2023 04:15;8.653,75;7.527,75;78,50
14.05.2023 04:15;14.05.2023 04:30;8.682,00;7.537,25;86,75
14.05.2023 04:30;14.05.2023 04:45;8.692,75;7.519,50;63,25
14.05.2023 04:45;14.05.2023 05:00;8.680,75;7.469,50;72,75
14.05.2023 05:00;14.05.2023 05:15;8.791,00;7.569,25;126,00
14.05.2023 05:15;14.05.2023 05:30;8.748,75;7.480,50;206,50
14.05.2023 05:30;14.05.2023 05:45;8.684,50;7.323,50;212,50
14.05.2023 05:45;14.05.2023 06:00;8.622,75;7.182,25;289,00
14.05.2023 06:00;14.05.2023 06:15;8.697,75;7.151,75;94,50
14.05.2023 06:15;14.05.2023 06:30;8.729,50;7.024,00;88,00
14.05.2023 06:30;14.05.2023 06:45;8.866,25;6.952,75;125,00
14.05.2023 06:45;14.05.2023 07:00;8.947,50;6.769,50;205,50
14.05.2023 07:00;14.05.2023 07:15;9.128,75;6.685,00;93,00
14.05.2023 07:15;14.05.2023 07:30;9.271,25;6.570,75;140,00
14.05.2023 07:30;14.05.2023 07:45;9.439,25;6.514,50;206,00
14.05.2023 07:45;14.05.2023 08:00;9.603,00;6.437,25;289,75
14.05.2023 08:00;14.05.2023 08:15;9.811,75;6.447,25;102,00
14.05.2023 08:15;14.05.2023 08:30;10.077,00;6.444,00;148,50
14.05.2023 08:30;14.05.2023 08:45;10.212,25;6.291,75;146,75
14.05.2023 08:45;14.05.2023 09:00;10.417,00;6.127,50;160,75
14.05.2023 09:00;14.05.2023 09:15;10.622,00;5.907,25;109,00
14.05.2023 09:15;14.05.2023 09:30;10.749,50;5.622,00;269,75
14.05.2023 09:30;14.05.2023 09:45;10.839,00;5.325,00;458,75
14.05.2023 09:45;14.05.2023 10:00;10.873,00;4.980,50;807,75
14.05.2023 10:00;14.05.2023 10:15;11.061,75;4.735,25;735,25
14.05.2023 10:15;14.05.2023 10:30;11.155,00;4.430,50;1.110,00
14.05.2023 10:30;14.05.2023 10:45;11.220,00;4.212,25;1.442,00
14.05.2023 10:45;14.05.2023 11:00;11.276,00;4.071,25;1.672,50
14.05.2023 11:00;14.05.2023 11:15;11.363,75;3.910,25;1.426,75
14.05.2023 11:15;14.05.2023 11:30;11.540,75;3.850,75;1.482,25
14.05.2023 11:30;14.05.2023 11:45;11.608,50;3.803,25;1.515,00
14.05.2023 11:45;14.05.2023 12:00;11.591,75;3.736,75;1.562,00
14.05.2023 12:00;14.05.2023 12:15;11.622,00;3.703,75;1.391,50
14.05.2023 12:15;14.05.2023 12:30;11.550,25;3.720,00;1.455,50
14.05.2023 12:30;14.05.2023 12:45;11.408,25;3.705,75;1.410,50
14.05.2023 12:45;14.05.2023 13:00;11.282,00;3.692,25;1.366,50
14.05.2023 13:00;14.05.2023 13:15;11.149,25;3.728,50;1.366,00
14.05.2023 13:15;14.05.2023 13:30;11.039,00;3.766,50;1.361,50
14.05.2023 13:30;14.05.2023 13:45;10.935,50;3.770,25;1.526,25
14.05.2023 13:45;14.05.2023 14:00;10.791,25;3.737,25;1.579,25
14.05.2023 14:00;14.05.2023 14:15;10.665,00;3.656,50;1.711,75
14.05.2023 14:15;14.05.2023 14:30;10.569,00;3.598,00;1.727,75
14.05.2023 14:30;14.05.2023 14:45;10.552,25;3.747,50;1.743,75
14.05.2023 14:45;14.05.2023 15:00;10.446,00;3.688,50;1.768,25
14.05.2023 15:00;14.05.2023 15:15;10.411,25;3.906,50;1.873,50
14.05.2023 15:15;14.05.2023 15:30;10.393,25;4.067,75;1.796,25
14.05.2023 15:30;14.05.2023 15:45;10.290,75;4.107,75;1.828,25
14.05.2023 15:45;14.05.2023 16:00;10.236,25;4.134,00;1.931,50
14.05.2023 16:00;14.05.2023 16:15;10.257,50;4.391,50;1.877,00
14.05.2023 16:15;14.05.2023 16:30;10.265,50;4.617,50;1.752,75
14.05.2023 16:30;14.05.2023 16:45;10.237,25;4.797,25;1.622,50
14.05.2023 16:45;14.05.2023 17:00;10.290,50;5.033,75;1.367,00
14.05.2023 17:00;14.05.2023 17:15;10.480,75;5.489,75;1.449,25
14.05.2023 17:15;14.05.2023 17:30;10.599,50;5.891,50;1.134,25
14.05.2023 17:30;14.05.2023 17:45;10.810,25;6.433,75;630,50
14.05.2023 17:45;14.05.2023 18:00;10.996,00;6.946,50;254,50
14.05.2023 18:00;14.05.2023 18:15;11.270,00;7.588,00;436,75
14.05.2023 18:15;14.05.2023 18:30;11.344,75;7.974,00;170,50
14.05.2023 18:30;14.05.2023 18:45;11.311,25;8.293,75;54,75
14.05.2023 18:45;14.05.2023 19:00;11.210,50;8.559,25;13,50
14.05.2023 19:00;14.05.2023 19:15;11.303,75;9.019,50;31,25
14.05.2023 19:15;14.05.2023 19:30;11.227,75;9.229,00;8,50
14.05.2023 19:30;14.05.2023 19:45;11.220,00;9.469,25;5,25
14.05.2023 19:45;14.05.2023 20:00;11.157,75;9.618,50;5,00
14.05.2023 20:00;14.05.2023 20:15;11.240,25;9.931,00;11,75
14.05.2023 20:15;14.05.2023 20:30;11.197,25;10.062,50;17,50
14.05.2023 20:30;14.05.2023 20:45;11.147,50;10.152,25;10,00
14.05.2023 20:45;14.05.2023 21:00;11.091,25;10.180,25;6,25
14.05.2023 21:00;14.05.2023 21:15;11.177,75;10.319,25;5,00
14.05.2023 21:15;14.05.2023 21:30;11.236,75;10.439,00;4,00
14.05.2023 21:30;14.05.2023 21:45;11.263,50;10.477,50;3,75
14.05.2023 21:45;14.05.2023 22:00;11.175,00;10.414,50;3,50
14.05.2023 22:00;14.05.2023 22:15;11.231,00;10.522,00;3,50
14.05.2023 22:15;14.05.2023 22:30;11.091,25;10.404,25;4,00
14.05.2023 22:30;14.05.2023 22:45;10.967,00;10.292,75;4,00
14.05.2023 22:45;14.05.2023 23:00;10.725,00;10.067,25;5,00
14.05.2023 23:00;14.05.2023 23:15;10.486,50;9.858,25;64,00
14.05.2023 23:15;14.05.2023 23:30;10.349,50;9.745,75;39,50
14.05.2023 23:30;14.05.2023 23:45;10.201,25;9.627,00;52,75
14.05.2023 23:45;15.05.2023 00:00;10.027,00;9.458,50;61,00
15.05.2023 00:00;15.05.2023 00:15;9.878,75;9.344,25;48,25
15.05.2023 00:15;15.05.2023 00:30;9.812,75;9.310,25;74,25
15.05.2023 00:30;15.05.2023 00:45;9.747,25;9.274,00;174,50
15.05.2023 00:45;15.05.2023 01:00;9.617,50;9.170,00;212,75
15.05.2023 01:00;15.05.2023 01:15;9.553,75;9.110,75;118,25
15.05.2023 01:15;15.05.2023 01:30;9.460,75;9.021,75;120,00
15.05.2023 01:30;15.05.2023 01:45;9.408,75;8.989,50;135,25
15.05.2023 01:45;15.05.2023 02:00;9.358,50;8.955,00;151,50
15.05.2023 02:00;15.05.2023 02:15;9.298,25;8.895,75;205,00
15.05.2023 02:15;15.05.2023 02:30;9.306,75;8.877,75;220,25
15.05.2023 02:30;15.05.2023 02:45;9.288,00;8.847,75;209,75
15.05.2023 02:45;15.05.2023 03:00;9.273,00;8.822,50;260,25
15.05.2023 03:00;15.05.2023 03:15;9.355,00;8.918,50;266,00
15.05.2023 03:15;15.05.2023 03:30;9.382,00;8.922,50;304,25
15.05.2023 03:30;15.05.2023 03:45;9.456,50;8.954,75;339,50
15.05.2023 03:45;15.05.2023 04:00;9.524,75;9.006,00;352,75
15.05.2023 04:00;15.05.2023 04:15;9.753,25;9.188,50;375,00
15.05.2023 04:15;15.05.2023 04:30;9.822,75;9.230,75;340,75
15.05.2023 04:30;15.05.2023 04:45;9.931,25;9.317,75;274,25
15.05.2023 04:45;15.05.2023 05:00;10.070,00;9.422,75;175,50
15.05.2023 05:00;15.05.2023 05:15;10.420,00;9.753,50;144,50
15.05.2023 05:15;15.05.2023 05:30;10.567,75;9.886,75;102,50
15.05.2023 05:30;15.05.2023 05:45;10.822,75;10.101,75;54,00
15.05.2023 05:45;15.05.2023 06:00;11.225,50;10.447,00;18,00
15.05.2023 06:00;15.05.2023 06:15;11.996,25;11.100,25;75,75
15.05.2023 06:15;15.05.2023 06:30;12.414,00;11.361,50;13,50
15.05.2023 06:30;15.05.2023 06:45;12.779,25;11.529,75;1,75
15.05.2023 06:45;15.05.2023 07:00;13.093,50;11.600,25;1,50
15.05.2023 07:00;15.05.2023 07:15;13.533,50;11.773,50;1,50
15.05.2023 07:15;15.05.2023 07:30;13.786,75;11.759,00;1,25
15.05.2023 07:30;15.05.2023 07:45;14.026,25;11.711,50;1,75
15.05.2023 07:45;15.05.2023 08:00;14.245,25;11.624,50;1,00
15.05.2023 08:00;15.05.2023 08:15;14.471,50;11.528,50;0,75
15.05.2023 08:15;15.05.2023 08:30;14.608,75;11.304,50;0,00
15.05.2023 08:30;15.05.2023 08:45;14.677,25;10.973,75;0,25
15.05.2023 08:45;15.05.2023 09:00;14.716,25;10.583,25;0,50
15.05.2023 09:00;15.05.2023 09:15;14.649,50;10.107,25;0,50
15.05.2023 09:15;15.05.2023 09:30;14.776,75;9.800,00;56,50
15.05.2023 09:30;15.05.2023 09:45;14.966,75;9.547,75;48,75
15.05.2023 09:45;15.05.2023 10:00;14.969,50;9.143,00;66,00
15.05.2023 10:00;15.05.2023 10:15;14.893,75;8.733,50;76,25
15.05.2023 10:15;15.05.2023 10:30;14.857,75;8.319,75;188,75
15.05.2023 10:30;15.05.2023 10:45;14.851,00;7.977,25;250,75
15.05.2023 10:45;15.05.2023 11:00;14.889,25;7.757,50;297,75
15.05.2023 11:00;15.05.2023 11:15;14.874,75;7.458,25;196,75
15.05.2023 11:15;15.05.2023 11:30;14.844,25;7.228,75;238,75
15.05.2023 11:30;15.05.2023 11:45;14.884,25;7.101,75;340,25
15.05.2023 11:45;15.05.2023 12:00;14.796,00;6.905,50;473,50
15.05.2023 12:00;15.05.2023 12:15;14.770,50;6.773,00;269,25
15.05.2023 12:15;15.05.2023 12:30;14.701,25;6.638,25;513,75
15.05.2023 12:30;15.05.2023 12:45;14.758,25;6.693,00;615,50
15.05.2023 12:45;15.05.2023 13:00;14.830,75;6.639,25;739,75
15.05.2023 13:00;15.05.2023 13:15;14.768,25;6.598,50;477,00
15.05.2023 13:15;15.05.2023 13:30;14.707,50;6.530,25;420,50
15.05.2023 13:30;15.05.2023 13:45;14.642,25;6.384,00;598,25
15.05.2023 13:45;15.05.2023 14:00;14.605,50;6.165,75;758,75
15.05.2023 14:00;15.05.2023 14:15;14.430,25;5.897,75;787,25
15.05.2023 14:15;15.05.2023 14:30;14.368,00;5.788,50;898,75
15.05.2023 14:30;15.05.2023 14:45;14.444,75;5.924,25;763,00
15.05.2023 14:45;15.05.2023 15:00;14.359,25;5.791,25;881,50
15.05.2023 15:00;15.05.2023 15:15;14.465,00;5.793,75;975,50
15.05.2023 15:15;15.05.2023 15:30;14.363,25;5.713,75;1.025,25
15.05.2023 15:30;15.05.2023 15:45;14.254,75;5.680,25;1.055,00
15.05.2023 15:45;15.05.2023 16:00;14.243,75;5.732,00;1.027,25
15.05.2023 16:00;15.05.2023 16:15;14.203,50;5.812,25;921,75
15.05.2023 16:15;15.05.2023 16:30;14.077,50;5.885,25;786,50
15.05.2023 16:30;15.05.2023 16:45;13.981,75;5.996,00;516,50
15.05.2023 16:45;15.05.2023 17:00;14.030,00;6.273,00;363,00
15.05.2023 17:00;15.05.2023 17:15;14.081,75;6.582,25;447,75
15.05.2023 17:15;15.05.2023 17:30;14.107,25;6.741,25;151,75
15.05.2023 17:30;15.05.2023 17:45;14.242,25;7.034,75;27,75
15.05.2023 17:45;15.05.2023 18:00;14.418,75;7.475,75;5,25
15.05.2023 18:00;15.05.2023 18:15;14.456,75;7.822,25;74,00
15.05.2023 18:15;15.05.2023 18:30;14.389,75;8.086,00;43,00
15.05.2023 18:30;15.05.2023 18:45;14.408,25;8.352,50;10,00
15.05.2023 18:45;15.05.2023 19:00;14.450,25;8.670,00;3,25
15.05.2023 19:00;15.05.2023 19:15;14.457,75;9.020,25;2,50
15.05.2023 19:15;15.05.2023 19:30;14.349,50;9.146,25;2,50
15.05.2023 19:30;15.05.2023 19:45;14.242,75;9.178,75;2,25
15.05.2023 19:45;15.05.2023 20:00;14.132,25;9.208,00;2,25
15.05.2023 20:00;15.05.2023 20:15;14.038,25;9.319,50;2,25
15.05.2023 20:15;15.05.2023 20:30;13.858,00;9.219,00;2,25
15.05.2023 20:30;15.05.2023 20:45;13.733,75;9.073,75;2,25
15.05.2023 20:45;15.05.2023 21:00;13.648,25;8.920,75;2,25
15.05.2023 21:00;15.05.2023 21:15;13.544,00;8.731,50;8,00
15.05.2023 21:15;15.05.2023 21:30;13.513,00;8.667,00;11,00
15.05.2023 21:30;15.05.2023 21:45;13.344,25;8.591,25;15,75
15.05.2023 21:45;15.05.2023 22:00;13.120,25;8.301,75;15,75
15.05.2023 22:00;15.05.2023 22:15;12.830,00;7.998,50;4,50
15.05.2023 22:15;15.05.2023 22:30;12.688,00;7.763,75;38,00
15.05.2023 22:30;15.05.2023 22:45;12.466,00;7.482,50;113,50
15.05.2023 22:45;15.05.2023 23:00;12.306,75;7.287,25;123,25
15.05.2023 23:00;15.05.2023 23:15;12.016,00;6.927,25;86,75
15.05.2023 23:15;15.05.2023 23:30;11.739,25;6.552,25;152,75
15.05.2023 23:30;15.05.2023 23:45;11.558,75;6.268,25;190,25
15.05.2023 23:45;16.05.2023 00:00;11.412,25;6.091,75;298,75
16.05.2023 00:00;16.05.2023 00:15;11.172,00;5.868,75;143,75
16.05.2023 00:15;16.05.2023 00:30;11.013,25;5.668,75;198,75
16.05.2023 00:30;16.05.2023 00:45;10.916,25;5.560,00;300,50
16.05.2023 00:45;16.05.2023 01:00;10.847,75;5.550,00;423,00
16.05.2023 01:00;16.05.2023 01:15;10.714,00;5.410,25;514,75
16.05.2023 01:15;16.05.2023 01:30;10.572,25;5.250,25;599,00
16.05.2023 01:30;16.05.2023 01:45;10.433,50;5.065,00;793,25
16.05.2023 01:45;16.05.2023 02:00;10.412,25;5.021,75;902,25
16.05.2023 02:00;16.05.2023 02:15;10.390,75;4.919,50;808,75
16.05.2023 02:15;16.05.2023 02:30;10.361,00;4.867,00;939,25
16.05.2023 02:30;16.05.2023 02:45;10.355,50;4.880,25;1.012,00
16.05.2023 02:45;16.05.2023 03:00;10.421,50;4.958,75;1.049,75
16.05.2023 03:00;16.05.2023 03:15;10.383,00;4.897,50;1.118,50
16.05.2023 03:15;16.05.2023 03:30;10.425,50;4.923,25;1.173,00
16.05.2023 03:30;16.05.2023 03:45;10.437,25;4.919,75;1.092,00
16.05.2023 03:45;16.05.2023 04:00;10.504,00;5.054,00;1.016,00
16.05.2023 04:00;16.05.2023 04:15;10.675,25;5.220,00;968,50
16.05.2023 04:15;16.05.2023 04:30;10.803,50;5.254,25;924,50
16.05.2023 04:30;16.05.2023 04:45;10.843,25;5.218,25;838,75
16.05.2023 04:45;16.05.2023 05:00;11.001,75;5.380,50;668,25
16.05.2023 05:00;16.05.2023 05:15;11.298,25;5.645,75;474,50
16.05.2023 05:15;16.05.2023 05:30;11.420,00;5.749,25;277,00
16.05.2023 05:30;16.05.2023 05:45;11.619,25;5.984,25;89,25
16.05.2023 05:45;16.05.2023 06:00;11.898,25;6.224,75;38,50
16.05.2023 06:00;16.05.2023 06:15;12.611,50;6.832,25;73,75
16.05.2023 06:15;16.05.2023 06:30;13.123,50;7.288,00;74,75
16.05.2023 06:30;16.05.2023 06:45;13.463,25;7.479,00;14,50
16.05.2023 06:45;16.05.2023 07:00;13.865,00;7.733,75;3,50
16.05.2023 07:00;16.05.2023 07:15;14.234,25;7.977,25;9,75
16.05.2023 07:15;16.05.2023 07:30;14.469,00;7.967,25;13,00
16.05.2023 07:30;16.05.2023 07:45;14.713,25;7.958,25;11,00
16.05.2023 07:45;16.05.2023 08:00;14.944,25;7.882,00;28,75
16.05.2023 08:00;16.05.2023 08:15;15.001,25;7.674,00;3,50
16.05.2023 08:15;16.05.2023 08:30;15.135,25;7.409,50;11,50
16.05.2023 08:30;16.05.2023 08:45;15.251,00;7.151,50;111,25
16.05.2023 08:45;16.05.2023 09:00;15.336,75;6.938,50;120,25
16.05.2023 09:00;16.05.2023 09:15;15.224,75;6.892,50;6,75
16.05.2023 09:15;16.05.2023 09:30;15.300,00;6.746,50;8,50
16.05.2023 09:30;16.05.2023 09:45;15.367,50;6.658,25;19,50
16.05.2023 09:45;16.05.2023 10:00;15.329,25;6.458,00;121,50
16.05.2023 10:00;16.05.2023 10:15;15.272,00;6.728,50;76,50
16.05.2023 10:15;16.05.2023 10:30;15.301,00;6.597,25;138,25
16.05.2023 10:30;16.05.2023 10:45;15.389,50;6.552,25;214,25
16.05.2023 10:45;16.05.2023 11:00;15.358,00;6.360,75;282,25
16.05.2023 11:00;16.05.2023 11:15;15.349,25;6.188,25;248,25
16.05.2023 11:15;16.05.2023 11:30;15.424,00;6.039,00;209,00
16.05.2023 11:30;16.05.2023 11:45;15.529,75;5.937,50;405,50
16.05.2023 11:45;16.05.2023 12:00;15.464,50;5.773,50;522,25
16.05.2023 12:00;16.05.2023 12:15;15.377,75;5.515,00;532,25
16.05.2023 12:15;16.05.2023 12:30;15.451,25;5.544,25;701,25
16.05.2023 12:30;16.05.2023 12:45;15.361,50;5.354,50;742,00
16.05.2023 12:45;16.05.2023 13:00;15.408,00;5.310,00;787,50
16.05.2023 13:00;16.05.2023 13:15;15.328,00;5.114,25;764,75
16.05.2023 13:15;16.05.2023 13:30;15.246,75;5.024,25;772,00
16.05.2023 13:30;16.05.2023 13:45;15.107,25;4.944,00;889,25
16.05.2023 13:45;16.05.2023 14:00;14.886,75;4.644,75;1.099,25
16.05.2023 14:00;16.05.2023 14:15;14.942,75;4.599,50;937,50
16.05.2023 14:15;16.05.2023 14:30;14.891,50;4.597,25;1.018,75
16.05.2023 14:30;16.05.2023 14:45;14.845,75;4.459,25;1.021,25
16.05.2023 14:45;16.05.2023 15:00;14.829,00;4.629,50;1.059,00
16.05.2023 15:00;16.05.2023 15:15;14.815,00;4.688,25;1.252,25
16.05.2023 15:15;16.05.2023 15:30;14.817,00;4.767,00;1.216,00
16.05.2023 15:30;16.05.2023 15:45;14.657,25;4.771,50;1.131,25
16.05.2023 15:45;16.05.2023 16:00;14.663,00;4.795,50;1.133,25
16.05.2023 16:00;16.05.2023 16:15;14.529,25;4.771,25;1.460,00
16.05.2023 16:15;16.05.2023 16:30;14.486,50;4.982,50;1.326,25
16.05.2023 16:30;16.05.2023 16:45;14.472,25;5.043,75;1.061,00
16.05.2023 16:45;16.05.2023 17:00;14.492,50;5.188,00;997,75
16.05.2023 17:00;16.05.2023 17:15;14.569,25;5.441,25;939,75
16.05.2023 17:15;16.05.2023 17:30;14.470,75;5.669,25;562,00
16.05.2023 17:30;16.05.2023 17:45;14.448,25;5.826,00;244,00
16.05.2023 17:45;16.05.2023 18:00;14.486,00;6.111,25;173,00
16.05.2023 18:00;16.05.2023 18:15;14.853,50;6.627,00;456,50
16.05.2023 18:15;16.05.2023 18:30;14.776,75;6.686,25;433,50
16.05.2023 18:30;16.05.2023 18:45;14.910,25;6.923,25;220,75
16.05.2023 18:45;16.05.2023 19:00;14.969,25;7.231,50;185,00
16.05.2023 19:00;16.05.2023 19:15;15.175,50;7.643,75;310,50
16.05.2023 19:15;16.05.2023 19:30;15.076,50;7.835,25;279,25
16.05.2023 19:30;16.05.2023 19:45;14.886,75;7.863,75;144,00
16.05.2023 19:45;16.05.2023 20:00;14.688,75;8.010,00;32,25
16.05.2023 20:00;16.05.2023 20:15;14.436,75;7.959,00;16,75
16.05.2023 20:15;16.05.2023 20:30;14.184,25;8.014,00;4,25
16.05.2023 20:30;16.05.2023 20:45;14.079,75;8.128,00;1,75
16.05.2023 20:45;16.05.2023 21:00;13.974,00;8.135,75;1,00
16.05.2023 21:00;16.05.2023 21:15;13.910,25;8.050,25;0,75
16.05.2023 21:15;16.05.2023 21:30;13.825,75;7.970,75;0,75
16.05.2023 21:30;16.05.2023 21:45;13.711,00;7.858,00;0,75
16.05.2023 21:45;16.05.2023 22:00;13.563,50;7.683,50;63,00
16.05.2023 22:00;16.05.2023 22:15;13.370,00;7.467,00;10,75
16.05.2023 22:15;16.05.2023 22:30;13.145,75;7.122,75;65,50
16.05.2023 22:30;16.05.2023 22:45;12.894,00;6.802,75;172,00
16.05.2023 22:45;16.05.2023 23:00;12.714,25;6.526,75;255,75
16.05.2023 23:00;16.05.2023 23:15;12.480,00;6.286,25;132,00
16.05.2023 23:15;16.05.2023 23:30;12.277,50;6.150,00;237,75
16.05.2023 23:30;16.05.2023 23:45;12.053,50;5.975,00;321,25
16.05.2023 23:45;17.05.2023 00:00;11.885,00;5.826,50;557,50
17.05.2023 00:00;17.05.2023 00:15;11.605,50;5.597,25;470,75
17.05.2023 00:15;17.05.2023 00:30;11.514,75;5.458,50;548,50
17.05.2023 00:30;17.05.2023 00:45;11.437,50;5.375,50;669,50
17.05.2023 00:45;17.05.2023 01:00;11.275,50;5.177,25;870,00
17.05.2023 01:00;17.05.2023 01:15;11.218,50;5.174,00;854,00
17.05.2023 01:15;17.05.2023 01:30;11.059,50;4.971,00;926,50
17.05.2023 01:30;17.05.2023 01:45;11.031,75;4.982,75;934,25
17.05.2023 01:45;17.05.2023 02:00;10.946,00;4.935,25;1.022,00
17.05.2023 02:00;17.05.2023 02:15;10.927,75;4.913,25;1.015,00
17.05.2023 02:15;17.05.2023 02:30;10.873,25;4.890,50;1.069,00
17.05.2023 02:30;17.05.2023 02:45;10.861,75;4.951,00;1.001,50
17.05.2023 02:45;17.05.2023 03:00;10.815,50;4.946,75;1.064,50
17.05.2023 03:00;17.05.2023 03:15;10.882,75;5.074,75;1.015,25
17.05.2023 03:15;17.05.2023 03:30;10.934,75;5.177,50;922,50
17.05.2023 03:30;17.05.2023 03:45;10.959,50;5.259,75;913,25
17.05.2023 03:45;17.05.2023 04:00;11.007,75;5.329,75;825,50
17.05.2023 04:00;17.05.2023 04:15;11.167,25;5.580,25;802,00
17.05.2023 04:15;17.05.2023 04:30;11.202,50;5.694,25;728,25
17.05.2023 04:30;17.05.2023 04:45;11.274,00;5.736,00;674,50
17.05.2023 04:45;17.05.2023 05:00;11.377,75;5.831,00;536,00
17.05.2023 05:00;17.05.2023 05:15;11.612,25;6.136,25;525,50
17.05.2023 05:15;17.05.2023 05:30;11.718,00;6.336,75;373,25
17.05.2023 05:30;17.05.2023 05:45;11.857,50;6.504,50;298,75
17.05.2023 05:45;17.05.2023 06:00;12.293,50;6.857,75;191,00
17.05.2023 06:00;17.05.2023 06:15;12.919,25;7.325,50;177,25
17.05.2023 06:15;17.05.2023 06:30;13.387,75;7.700,75;66,75
17.05.2023 06:30;17.05.2023 06:45;13.743,75;7.953,50;52,25
17.05.2023 06:45;17.05.2023 07:00;14.061,25;8.150,25;46,50
17.05.2023 07:00;17.05.2023 07:15;14.415,75;8.378,00;33,75
17.05.2023 07:15;17.05.2023 07:30;14.614,25;8.350,75;1,25
17.05.2023 07:30;17.05.2023 07:45;14.872,75;8.304,25;1,25
17.05.2023 07:45;17.05.2023 08:00;15.111,25;8.181,25;1,25
17.05.2023 08:00;17.05.2023 08:15;15.404,75;7.844,00;1,00
17.05.2023 08:15;17.05.2023 08:30;15.550,25;7.362,00;0,75
17.05.2023 08:30;17.05.2023 08:45;15.666,00;7.071,50;3,50
17.05.2023 08:45;17.05.2023 09:00;15.708,75;6.827,25;5,25
17.05.2023 09:00;17.05.2023 09:15;14.822,75;5.753,00;4,00
17.05.2023 09:15;17.05.2023 09:30;15.647,50;6.276,50;12,25
17.05.2023 09:30;17.05.2023 09:45;15.616,75;6.002,25;235,50
17.05.2023 09:45;17.05.2023 10:00;15.593,00;5.775,50;340,50
17.05.2023 10:00;17.05.2023 10:15;15.556,75;5.491,75;410,25
17.05.2023 10:15;17.05.2023 10:30;15.588,00;5.279,75;525,25
17.05.2023 10:30;17.05.2023 10:45;15.625,75;5.287,50;846,50
17.05.2023 10:45;17.05.2023 11:00;15.738,00;5.403,00;918,00
17.05.2023 11:00;17.05.2023 11:15;15.868,25;5.405,25;1.027,50
17.05.2023 11:15;17.05.2023 11:30;15.929,00;5.362,00;1.152,50
17.05.2023 11:30;17.05.2023 11:45;15.917,00;5.163,00;1.265,75
17.05.2023 11:45;17.05.2023 12:00;15.963,25;5.040,50;1.372,25
17.05.2023 12:00;17.05.2023 12:15;15.859,75;4.901,75;1.229,00
